ID,Timestamp,Output,Cluster,a,b,sigma,ID_dataset
1,0.35000000000000003,19.78814156500392,K3,0.21,1.29,0.6,1
1,0.45,19.42672696531679,K3,0.21,1.29,0.6,1
1,0.8,19.186159415677963,K3,0.21,1.29,0.6,1
1,0.9,19.890859384028953,K3,0.21,1.29,0.6,1
1,1.9000000000000001,20.62835739698304,K3,0.21,1.29,0.6,1
1,2.6,19.787450004358156,K3,0.21,1.29,0.6,1
1,2.75,20.212139862615324,K3,0.21,1.29,0.6,1
1,3.3000000000000003,19.37134770039346,K3,0.21,1.29,0.6,1
1,3.8000000000000003,19.729333846907686,K3,0.21,1.29,0.6,1
1,3.95,19.925596435546755,K3,0.21,1.29,0.6,1
1,4.3,19.711201659914366,K3,0.21,1.29,0.6,1
1,4.3500000000000005,19.8015693596536,K3,0.21,1.29,0.6,1
1,4.55,19.938585874900618,K3,0.21,1.29,0.6,1
1,4.8500000000000005,21.09143455503567,K3,0.21,1.29,0.6,1
1,5.050000000000001,21.404422077952,K3,0.21,1.29,0.6,1
1,5.3500000000000005,21.714676184910022,K3,0.21,1.29,0.6,1
1,5.800000000000001,21.714851663498813,K3,0.21,1.29,0.6,1
1,5.8500000000000005,22.42269976950399,K3,0.21,1.29,0.6,1
1,5.95,21.441047540972338,K3,0.21,1.29,0.6,1
1,7.300000000000001,19.057658172886743,K3,0.21,1.29,0.6,1
1,7.3500000000000005,18.87783820223662,K3,0.21,1.29,0.6,1
1,7.5,19.829975670622513,K3,0.21,1.29,0.6,1
1,8,15.613947666120772,K3,0.21,1.29,0.6,1
1,8.3,16.076018698980207,K3,0.21,1.29,0.6,1
1,8.35,15.838592833047642,K3,0.21,1.29,0.6,1
1,8.85,13.686228033245941,K3,0.21,1.29,0.6,1
1,9.35,13.356491593889723,K3,0.21,1.29,0.6,1
1,9.4,12.707708214637874,K3,0.21,1.29,0.6,1
1,9.700000000000001,12.682782481638464,K3,0.21,1.29,0.6,1
1,9.75,13.085581213199305,K3,0.21,1.29,0.6,1
2,0.35000000000000003,18.92273923495284,K3,0.21,1.29,0.6,1
2,0.45,20.233081303853083,K3,0.21,1.29,0.6,1
2,0.8,20.216947949959533,K3,0.21,1.29,0.6,1
2,0.9,20.812210612864348,K3,0.21,1.29,0.6,1
2,1.9000000000000001,22.217966623323004,K3,0.21,1.29,0.6,1
2,2.6,20.825220546424106,K3,0.21,1.29,0.6,1
2,2.75,21.10614637642156,K3,0.21,1.29,0.6,1
2,3.3000000000000003,19.874535337094088,K3,0.21,1.29,0.6,1
2,3.8000000000000003,18.523277969665507,K3,0.21,1.29,0.6,1
2,3.95,19.441003294341446,K3,0.21,1.29,0.6,1
2,4.3,20.021202435369936,K3,0.21,1.29,0.6,1
2,4.3500000000000005,19.92474233293819,K3,0.21,1.29,0.6,1
2,4.55,19.724899233684226,K3,0.21,1.29,0.6,1
2,4.8500000000000005,19.468155161016536,K3,0.21,1.29,0.6,1
2,5.050000000000001,20.848145187350777,K3,0.21,1.29,0.6,1
2,5.3500000000000005,20.2630058897164,K3,0.21,1.29,0.6,1
2,5.800000000000001,20.339288584656103,K3,0.21,1.29,0.6,1
2,5.8500000000000005,21.45073001670882,K3,0.21,1.29,0.6,1
2,5.95,20.341256442189113,K3,0.21,1.29,0.6,1
2,7.300000000000001,18.299175616018182,K3,0.21,1.29,0.6,1
2,7.3500000000000005,17.96500474588857,K3,0.21,1.29,0.6,1
2,7.5,16.58230447307149,K3,0.21,1.29,0.6,1
2,8,16.089854486163055,K3,0.21,1.29,0.6,1
2,8.3,13.921377812492642,K3,0.21,1.29,0.6,1
2,8.35,14.82774613231156,K3,0.21,1.29,0.6,1
2,8.85,12.463809964985824,K3,0.21,1.29,0.6,1
2,9.35,11.783254746381584,K3,0.21,1.29,0.6,1
2,9.4,12.090287396777473,K3,0.21,1.29,0.6,1
2,9.700000000000001,11.928674630346759,K3,0.21,1.29,0.6,1
2,9.75,11.95826472344771,K3,0.21,1.29,0.6,1
3,0.35000000000000003,31.450976634283233,K1,0.21,1.29,0.6,1
3,0.45,29.662842260775538,K1,0.21,1.29,0.6,1
3,0.8,28.02443555609299,K1,0.21,1.29,0.6,1
3,0.9,28.08957627025131,K1,0.21,1.29,0.6,1
3,1.9000000000000001,25.564530702611414,K1,0.21,1.29,0.6,1
3,2.6,25.798239468099894,K1,0.21,1.29,0.6,1
3,2.75,24.946084199625734,K1,0.21,1.29,0.6,1
3,3.3000000000000003,24.030325949945162,K1,0.21,1.29,0.6,1
3,3.8000000000000003,20.650672519943264,K1,0.21,1.29,0.6,1
3,3.95,21.739516221909238,K1,0.21,1.29,0.6,1
3,4.3,19.202565852389277,K1,0.21,1.29,0.6,1
3,4.3500000000000005,19.660573666731665,K1,0.21,1.29,0.6,1
3,4.55,18.4155147731819,K1,0.21,1.29,0.6,1
3,4.8500000000000005,17.558554022181752,K1,0.21,1.29,0.6,1
3,5.050000000000001,16.086533325920637,K1,0.21,1.29,0.6,1
3,5.3500000000000005,14.521076618814405,K1,0.21,1.29,0.6,1
3,5.800000000000001,12.636180630274314,K1,0.21,1.29,0.6,1
3,5.8500000000000005,12.74236313779673,K1,0.21,1.29,0.6,1
3,5.95,11.554913038510296,K1,0.21,1.29,0.6,1
3,7.300000000000001,13.211068367766273,K1,0.21,1.29,0.6,1
3,7.3500000000000005,12.67045104719037,K1,0.21,1.29,0.6,1
3,7.5,13.602675371167722,K1,0.21,1.29,0.6,1
3,8,16.070812448184963,K1,0.21,1.29,0.6,1
3,8.3,15.281735304900856,K1,0.21,1.29,0.6,1
3,8.35,16.680028242761313,K1,0.21,1.29,0.6,1
3,8.85,18.469209516413525,K1,0.21,1.29,0.6,1
3,9.35,19.546912913102105,K1,0.21,1.29,0.6,1
3,9.4,19.420116039527084,K1,0.21,1.29,0.6,1
3,9.700000000000001,20.853160130779845,K1,0.21,1.29,0.6,1
3,9.75,19.646120771473793,K1,0.21,1.29,0.6,1
4,0.35000000000000003,32.573263246320224,K1,0.21,1.29,0.6,1
4,0.45,30.899799570824964,K1,0.21,1.29,0.6,1
4,0.8,29.501204336661598,K1,0.21,1.29,0.6,1
4,0.9,29.120018131772365,K1,0.21,1.29,0.6,1
4,1.9000000000000001,27.44293239539716,K1,0.21,1.29,0.6,1
4,2.6,26.555920236318283,K1,0.21,1.29,0.6,1
4,2.75,25.408379074508503,K1,0.21,1.29,0.6,1
4,3.3000000000000003,24.892721490826627,K1,0.21,1.29,0.6,1
4,3.8000000000000003,23.46468791133,K1,0.21,1.29,0.6,1
4,3.95,23.42499367673642,K1,0.21,1.29,0.6,1
4,4.3,21.749109580562973,K1,0.21,1.29,0.6,1
4,4.3500000000000005,21.71965888820934,K1,0.21,1.29,0.6,1
4,4.55,20.042365423227146,K1,0.21,1.29,0.6,1
