ID,Timestamp,Output,Cluster,a,b,sigma,ID_dataset
K1,0,25.1135483042931,K1,0.04,1.15,0,1
K1,0.05,25.02362695735547,K1,0.04,1.15,0,1
K1,0.1,24.93344559981374,K1,0.04,1.15,0,1
K1,0.15000000000000002,24.843115255615853,K1,0.04,1.15,0,1
K1,0.2,24.75275033012055,K1,0.04,1.15,0,1
K1,0.25,24.662466974197386,K1,0.04,1.15,0,1
K1,0.30000000000000004,24.57238193229123,K1,0.04,1.15,0,1
K1,0.35000000000000003,24.482613181538234,K1,0.04,1.15,0,1
K1,0.4,24.393278244744298,K1,0.04,1.15,0,1
K1,0.45,24.30449412058745,K1,0.04,1.15,0,1
K1,0.5,24.21637626955782,K1,0.04,1.15,0,1
K1,0.55,24.129037889113526,K1,0.04,1.15,0,1
K1,0.6000000000000001,24.042589643952727,K1,0.04,1.15,0,1
K1,0.65,23.957138236891943,K1,0.04,1.15,0,1
K1,0.7000000000000001,23.872786360915587,K1,0.04,1.15,0,1
K1,0.75,23.789631682831438,K1,0.04,1.15,0,1
K1,0.8,23.707766231871805,K1,0.04,1.15,0,1
K1,0.8500000000000001,23.62727577022303,K1,0.04,1.15,0,1
K1,0.9,23.54823896087523,K1,0.04,1.15,0,1
K1,0.9500000000000001,23.470727490314957,K1,0.04,1.15,0,1
K1,1,23.39480463812838,K1,0.04,1.15,0,1
K1,1.05,23.320525613015263,K1,0.04,1.15,0,1
K1,1.1,23.247936526457437,K1,0.04,1.15,0,1
K1,1.1500000000000001,23.17707449826513,K1,0.04,1.15,0,1
K1,1.2000000000000002,23.10796717178433,K1,0.04,1.15,0,1
K1,1.25,23.040632392676493,K1,0.04,1.15,0,1
K1,1.3,22.97507852207005,K1,0.04,1.15,0,1
K1,1.35,22.911303703297627,K1,0.04,1.15,0,1
K1,1.4000000000000001,22.849296994962362,K1,0.04,1.15,0,1
K1,1.4500000000000002,22.789036374018433,K1,0.04,1.15,0,1
K1,1.5,22.73049157037681,K1,0.04,1.15,0,1
K1,1.55,22.673622387048052,K1,0.04,1.15,0,1
K1,1.6,22.618379453937624,K1,0.04,1.15,0,1
K1,1.6500000000000001,22.564704950022346,K1,0.04,1.15,0,1
K1,1.7000000000000002,22.51253265483609,K1,0.04,1.15,0,1
K1,1.75,22.461788684462032,K1,0.04,1.15,0,1
K1,1.8,22.412391700465406,K1,0.04,1.15,0,1
K1,1.85,22.364253790269156,K1,0.04,1.15,0,1
K1,1.9000000000000001,22.317280951806378,K1,0.04,1.15,0,1
K1,1.9500000000000002,22.27137372096201,K1,0.04,1.15,0,1
K1,2,22.226427907257616,K1,0.04,1.15,0,1
K1,2.0500000000000003,22.18233517192808,K1,0.04,1.15,0,1
K1,2.1,22.13898387447091,K1,0.04,1.15,0,1
K1,2.15,22.096259559546613,K1,0.04,1.15,0,1
K1,2.2,22.054045901538423,K1,0.04,1.15,0,1
K1,2.25,22.012225334878195,K1,0.04,1.15,0,1
K1,2.3000000000000003,21.970679577320002,K1,0.04,1.15,0,1
K1,2.35,21.929290484922316,K1,0.04,1.15,0,1
K1,2.4000000000000004,21.887940457526476,K1,0.04,1.15,0,1
K1,2.45,21.84651337062171,K1,0.04,1.15,0,1
